drug_id
1929
2078
7449
9930
13027
13041
13071
13073
13088
13097
13099
13247
13259
13296
13469
13568
13623
13633
13674
13693
13842
13856
13872
13873
13897
13984
14021
14030
14207
14250
14442
14449
14453
14559
14617
14677
14964
15065
15682
15718
15719
15786
16050
16294
16744
17008
17292
17360
17798
17885
17887
18030
18563
18570
18600
18775
19038
19076
19110
19160
19171
19333
20543
20577
20615
20646
20704
20843
20864
20899
21071
24554
24593
24610
24674
24704
24711
24713
24816
24852
24856
24870
24877
25287
25561
25815
25965
26248
26409
26421
26677
26696
26826
27150
27280
28163
28631
29078
29449
30038
35122
35350
35707
36885
37027
37028
37132
37336
37490
38091
38104
38185
38604
38694
38779
41312
42134
42434
42588
43211
44991
45085
45133
46113
46114
46442
49067
49656
50548
51663
